created_at,device_id,lat,lng,organization_name,sacco_name,updated_at
2018-08-01T09:32:12,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857367166666667,36.82801943333333,Facebook Matatu Project,Umoinner,2018-08-01T09:32:13
2018-08-01T09:37:19,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857367166666667,36.82801943333333,Facebook Matatu Project,Umoinner,2018-08-01T09:37:20
2018-08-01T09:42:27,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857367166666667,36.82801943333333,Facebook Matatu Project,Umoinner,2018-08-01T09:42:28
2018-08-01T09:47:34,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858215,36.827757733333335,Facebook Matatu Project,Umoinner,2018-08-01T09:47:35
2018-08-01T09:52:42,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858215,36.827757733333335,Facebook Matatu Project,Umoinner,2018-08-01T09:52:45
2018-08-01T09:58:05,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858215,36.827757733333335,Facebook Matatu Project,Umoinner,2018-08-01T09:58:09
2018-08-01T10:02:56,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858215,36.827757733333335,Facebook Matatu Project,Umoinner,2018-08-01T10:02:57
2018-08-01T10:08:03,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2916361333333333,36.84130208333333,Facebook Matatu Project,Umoinner,2018-08-01T10:08:04
2018-08-01T10:13:10,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2916361333333333,36.84130208333333,Facebook Matatu Project,Umoinner,2018-08-01T10:13:14
2018-08-01T10:18:18,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2964170166666666,36.88030255,Facebook Matatu Project,Umoinner,2018-08-01T10:18:18
2018-08-01T10:23:25,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2964170166666666,36.88030255,Facebook Matatu Project,Umoinner,2018-08-01T10:23:33
2018-08-01T10:28:32,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2964170166666666,36.88030255,Facebook Matatu Project,Umoinner,2018-08-01T10:28:36
2018-08-01T10:33:40,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2775789,36.89389065,Facebook Matatu Project,Umoinner,2018-08-01T10:35:18
2018-08-01T10:43:54,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2832678166666667,36.89487025,Facebook Matatu Project,Umoinner,2018-08-01T10:43:55
2018-08-01T10:38:47,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2806133166666667,36.89634396666667,Facebook Matatu Project,Umoinner,2018-08-01T10:45:20
2018-08-01T10:49:21,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2832678166666667,36.89487025,Facebook Matatu Project,Umoinner,2018-08-01T10:49:22
2018-08-01T10:54:08,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2874661666666667,36.89275361666667,Facebook Matatu Project,Umoinner,2018-08-01T11:05:30
2018-08-01T11:10:45,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2952772833333333,36.886680166666665,Facebook Matatu Project,Umoinner,2018-08-01T11:10:47
2018-08-01T11:14:38,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2952772833333333,36.886680166666665,Facebook Matatu Project,Umoinner,2018-08-01T11:14:39
2018-08-01T11:24:52,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2867528666666668,36.83544548333333,Facebook Matatu Project,Umoinner,2018-08-01T11:24:56
2018-08-01T11:35:07,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:35:08
2018-08-01T11:19:45,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2952772833333333,36.886680166666665,Facebook Matatu Project,Umoinner,2018-08-01T11:36:58
2018-08-01T11:30:35,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855987166666667,36.828858,Facebook Matatu Project,Umoinner,2018-08-01T11:36:59
2018-08-01T11:40:14,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:40:15
2018-08-01T11:45:21,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:45:22
2018-08-01T11:50:29,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:50:29
2018-08-01T11:56:25,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:56:27
2018-08-01T11:56:32,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T11:56:34
2018-08-01T12:00:44,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855525166666668,36.82828681666667,Facebook Matatu Project,Umoinner,2018-08-01T12:00:54
2018-08-01T12:05:51,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858043833333332,36.827860466666664,Facebook Matatu Project,Umoinner,2018-08-01T12:08:10
2018-08-01T12:10:58,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858043833333332,36.827860466666664,Facebook Matatu Project,Umoinner,2018-08-01T12:10:59
2018-08-01T12:16:05,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858043833333332,36.827860466666664,Facebook Matatu Project,Umoinner,2018-08-01T12:16:09
2018-08-01T12:21:12,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857931666666667,36.827824183333334,Facebook Matatu Project,Umoinner,2018-08-01T12:21:14
2018-08-01T12:26:19,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.28581915,36.82782955,Facebook Matatu Project,Umoinner,2018-08-01T12:28:13
2018-08-01T12:31:26,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858931333333334,36.8277166,Facebook Matatu Project,Umoinner,2018-08-01T12:31:35
2018-08-01T12:36:34,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858931333333334,36.8277166,Facebook Matatu Project,Umoinner,2018-08-01T12:38:14
2018-08-01T12:41:41,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859822666666667,36.82765808333333,Facebook Matatu Project,Umoinner,2018-08-01T12:41:42
2018-08-01T12:46:49,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859976666666666,36.82766015,Facebook Matatu Project,Umoinner,2018-08-01T12:48:15
2018-08-01T12:51:56,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859976666666666,36.82766015,Facebook Matatu Project,Umoinner,2018-08-01T12:51:57
2018-08-01T12:58:26,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859976666666666,36.82766015,Facebook Matatu Project,Umoinner,2018-08-01T12:58:26
2018-08-01T13:02:10,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859976666666666,36.82766015,Facebook Matatu Project,Umoinner,2018-08-01T13:02:18
2018-08-01T13:07:18,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2859976666666666,36.82766015,Facebook Matatu Project,Umoinner,2018-08-01T13:07:20
2018-08-01T13:12:25,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2977241,36.870607066666665,Facebook Matatu Project,Umoinner,2018-08-01T13:12:26
2018-08-01T13:18:18,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2977241,36.870607066666665,Facebook Matatu Project,Umoinner,2018-08-01T13:18:19
2018-08-01T13:22:40,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2878560333333333,36.8910086,Facebook Matatu Project,Umoinner,2018-08-01T13:22:41
2018-08-01T13:27:47,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2878560333333333,36.8910086,Facebook Matatu Project,Umoinner,2018-08-01T13:27:49
2018-08-01T13:33:03,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2878560333333333,36.8910086,Facebook Matatu Project,Umoinner,2018-08-01T13:33:07
2018-08-01T13:38:02,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2791182,36.8958941,Facebook Matatu Project,Umoinner,2018-08-01T13:41:10
2018-08-01T13:48:17,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2804108833333334,36.8962093,Facebook Matatu Project,Umoinner,2018-08-01T13:48:21
2018-08-01T13:43:09,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2804108833333334,36.8962093,Facebook Matatu Project,Umoinner,2018-08-01T13:51:11
2018-08-01T13:58:31,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2879625333333333,36.89125813333333,Facebook Matatu Project,Umoinner,2018-08-01T13:58:35
2018-08-01T14:03:39,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2879625333333333,36.89125813333333,Facebook Matatu Project,Umoinner,2018-08-01T14:03:41
2018-08-01T14:13:54,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2879625333333333,36.89125813333333,Facebook Matatu Project,Umoinner,2018-08-01T14:21:32
2018-08-01T14:35:25,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2860424,36.82908595,Facebook Matatu Project,Umoinner,2018-08-01T14:35:29
2018-08-01T14:24:09,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2892907833333334,36.84103685,Facebook Matatu Project,Umoinner,2018-08-01T14:51:55
2018-08-01T14:29:16,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2854214333333334,36.83085975,Facebook Matatu Project,Umoinner,2018-08-01T14:51:56
2018-08-01T14:39:31,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2860424,36.82908595,Facebook Matatu Project,Umoinner,2018-08-01T14:51:56
2018-08-01T14:44:38,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855426,36.82849028333333,Facebook Matatu Project,Umoinner,2018-08-01T14:51:56
2018-08-01T14:55:10,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855426,36.82849028333333,Facebook Matatu Project,Umoinner,2018-08-01T14:55:14
2018-08-01T15:05:42,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855426,36.82849028333333,Facebook Matatu Project,Umoinner,2018-08-01T15:05:43
2018-08-01T15:20:29,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858158666666668,36.827794716666666,Facebook Matatu Project,Umoinner,2018-08-01T15:20:30
2018-08-01T15:25:37,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.28587535,36.8277802,Facebook Matatu Project,Umoinner,2018-08-01T15:25:41
2018-08-01T15:00:59,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855426,36.82849028333333,Facebook Matatu Project,Umoinner,2018-08-01T15:26:12
2018-08-01T15:10:15,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2855426,36.82849028333333,Facebook Matatu Project,Umoinner,2018-08-01T15:26:12
2018-08-01T15:15:22,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858158666666668,36.827794716666666,Facebook Matatu Project,Umoinner,2018-08-01T15:26:12
2018-08-01T15:35:51,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857265,36.827814716666666,Facebook Matatu Project,Umoinner,2018-08-01T15:35:55
2018-08-01T15:30:44,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857265,36.827814716666666,Facebook Matatu Project,Umoinner,2018-08-01T15:36:14
2018-08-01T15:40:58,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2857265,36.827814716666666,Facebook Matatu Project,Umoinner,2018-08-01T15:46:15
2018-08-01T15:47:39,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858234833333333,36.82770143333333,Facebook Matatu Project,Umoinner,2018-08-01T15:47:43
2018-08-01T15:51:13,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2873339333333333,36.8371746,Facebook Matatu Project,Umoinner,2018-08-01T15:51:15
2018-08-01T15:56:20,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2873339333333333,36.8371746,Facebook Matatu Project,Umoinner,2018-08-01T15:56:29
2018-08-01T16:02:24,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2947321166666668,36.85391335,Facebook Matatu Project,Umoinner,2018-08-01T16:02:25
2018-08-01T16:06:35,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2947321166666668,36.85391335,Facebook Matatu Project,Umoinner,2018-08-01T16:06:37
2018-08-01T16:12:47,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2877926833333333,36.89104738333333,Facebook Matatu Project,Umoinner,2018-08-01T16:12:48
2018-08-01T16:16:50,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2877926833333333,36.89104738333333,Facebook Matatu Project,Umoinner,2018-08-01T16:16:52
2018-08-01T16:37:19,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2803748,36.8961476,Facebook Matatu Project,Umoinner,2018-08-01T16:37:20
2018-08-01T16:26:42,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2810427500000001,36.88646438333333,Facebook Matatu Project,Umoinner,2018-08-01T16:38:47
2018-08-01T16:27:10,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2810427500000001,36.88646438333333,Facebook Matatu Project,Umoinner,2018-08-01T16:38:47
2018-08-01T16:42:27,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2848344833333334,36.89391685,Facebook Matatu Project,Umoinner,2018-08-01T16:42:28
2018-08-01T16:47:34,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2848344833333334,36.89391685,Facebook Matatu Project,Umoinner,2018-08-01T16:47:35
2018-08-01T16:52:42,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2953468833333333,36.88658831666667,Facebook Matatu Project,Umoinner,2018-08-01T16:59:50
2018-08-01T16:57:49,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29536725,36.856229983333336,Facebook Matatu Project,Umoinner,2018-08-01T16:59:50
2018-08-01T17:02:56,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:03:00
2018-08-01T17:08:38,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:08:42
2018-08-01T17:13:11,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:13:19
2018-08-01T17:22:25,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:22:26
2018-08-01T17:33:48,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:33:49
2018-08-01T17:33:55,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:33:56
2018-08-01T17:41:02,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:43:35
2018-08-01T17:51:30,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:51:35
2018-08-01T17:51:43,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:51:44
2018-08-01T17:50:13,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:53:43
2018-08-01T17:50:29,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T17:53:44
2018-08-01T18:02:07,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.29184915,36.8407428,Facebook Matatu Project,Umoinner,2018-08-01T18:07:15
2018-08-01T18:27:05,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858333333333334,36.832104916666665,Facebook Matatu Project,Umoinner,2018-08-01T18:27:13
2018-08-01T18:09:50,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2861212166666667,36.82732143333333,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:12:38,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.28806005,36.82963506666667,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:17:54,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858333333333334,36.832104916666665,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:20:14,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858333333333334,36.832104916666665,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:25:40,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2858333333333334,36.832104916666665,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:35:05,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T18:37:28
2018-08-01T18:38:39,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T18:38:44
2018-08-01T18:38:48,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T18:38:49
2018-08-01T18:45:48,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T18:45:49
2018-08-01T18:45:58,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T18:45:59
2018-08-01T19:19:41,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2929353166666666,36.84555541666667,Facebook Matatu Project,Umoinner,2018-08-01T19:19:42
2018-08-01T19:24:18,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2929353166666666,36.84555541666667,Facebook Matatu Project,Umoinner,2018-08-01T19:24:19
2018-08-01T19:24:22,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2929353166666666,36.84555541666667,Facebook Matatu Project,Umoinner,2018-08-01T19:24:38
2018-08-01T19:27:35,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2929353166666666,36.84555541666667,Facebook Matatu Project,Umoinner,2018-08-01T19:27:36
2018-08-01T19:27:49,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2929353166666666,36.84555541666667,Facebook Matatu Project,Umoinner,2018-08-01T19:27:51
2018-08-01T18:48:56,139a0121-ea99-4b91-99d6-5181e2fbb16a,'-1.2938137666666667,36.850130416666666,Facebook Matatu Project,Umoinner,2018-08-01T19:28:43
